Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢)
20/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,54,183.6
20/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,,1.5,236,351.7
20/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
20/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.38,1.38,0,1.38,1.4,"25,056.00","34,577.28"
20/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,,0.02,10,0.2
20/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,0.48,0.5,19,9.5
20/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,,0,0
20/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,,0.24,"138,275.00","33,186.00"
20/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,0,0
20/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
20/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,8.9,7,63
20/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,7,83.44
20/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,"1,550.00","12,555.00"
20/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
20/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
20/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
20/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
20/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
20/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
20/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,0,0
20/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
23/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,"17,837.00","60,645.80"
23/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,2,10.12
23/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
23/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
23/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
23/10/2023,BOPP,19.01,7.65,19.01,19.01,19.01,19.01,0,19.02,,400,"7,608.00"
23/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,0.5,,2,1
23/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,,0.03,"2,850.00",85.5
23/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
23/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
23/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,0,0
23/10/2023,EGH,6.64,3.8,5.6,5.6,5.6,5.6,0,5.6,6.15,0,0
23/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,405,976.05
23/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,"6,075.00",911.25
23/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,0,0
23/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,3.5,,0,0
23/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,15,51
23/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,,1.5,"2,506.00","3,759.00"
23/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
23/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.38,1.38,0,1.36,1.38,"10,952.00","15,113.76"
23/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,,0.02,55,1.1
23/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,0.48,0.5,780,390
23/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,,317,"6,175.16"
23/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,0.24,,0,0
23/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,100,157
23/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
23/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,633,"5,157.00"
23/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,0,0
23/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,0,0
23/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
23/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
23/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
23/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
23/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
23/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,0,0
23/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
23/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
23/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
24/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.06,,350,"1,190.00"
24/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
24/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
24/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
24/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
24/10/2023,BOPP,19.01,7.65,19.01,19.01,19.01,19.01,0,19.03,,1,19.03
24/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,,0.5,"64,539.00","32,269.50"
24/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,,0.03,0,0
24/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
24/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,120,2.4
24/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,10,3.9
24/10/2023,EGH,6.64,3.8,5.6,5.6,5.8,5.8,0.2,5.8,,"6,327.00","36,683.95"
24/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,10,24.1
24/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,"2,199.00",329.85
24/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,205,617.05
24/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,3.5,,790,"2,765.00"
24/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,286,972.4
24/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,1.49,1.5,"2,176.00","3,264.00"
24/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
24/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.38,1.38,0,1.38,1.45,"210,661.00","290,712.18"
24/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
24/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,0.45,0.5,"8,005.00","4,002.50"
24/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,,1,19.48
24/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,0.24,,80,19.2
24/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,442,693.94
24/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
24/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,87,783
24/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,25,298
24/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,145,"1,174.50"
24/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
24/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
24/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
24/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
24/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
24/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
24/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,0,0
24/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
25/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,,95,323
25/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
25/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
25/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
25/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
25/10/2023,BOPP,19.01,7.65,19.01,19.01,19.01,19.01,0,19.03,,0,0
25/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
25/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
25/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,0,0
25/10/2023,EGH,6.64,3.8,5.8,5.8,5.8,5.8,0,5.8,6.15,10,61.5
25/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,10,24.1
25/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,"3,735.00",560.25
25/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,"8,000.00","24,080.00"
25/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,3.5,,100,350
25/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,10,34
25/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,1.49,1.5,"2,518.00","3,772.42"
25/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
25/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.38,1.38,0,1.38,1.45,"49,535.00","68,358.30"
25/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,"24,034.00",480.68
25/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,0.45,0.5,975,487.5
25/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,,0,0
25/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,0.24,,400,96
25/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,"1,650.00","2,590.50"
25/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
25/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,59,531
25/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,0,0
25/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,"2,020.00","16,362.00"
25/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
25/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
25/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
25/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
25/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
25/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
25/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,0,0
25/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
25/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,0.5,,143,71.5
26/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,0,0
26/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
26/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
26/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
26/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
26/10/2023,BOPP,19.93,7.65,19.01,19.01,19,19.93,0.92,19,,"3,107.00","63,042.92"
26/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,0.5,,"4,000.00","2,000.00"
26/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,,100,3
26/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
26/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,"2,726.00",54.52
26/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,0,0
26/10/2023,EGH,6.64,3.8,5.8,5.8,5.8,5.8,0,5.8,6.15,"1,955.00","11,374.00"
26/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,20,48.2
26/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,114,17.1
26/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,"5,200.00","15,652.00"
26/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,,3.5,"6,458.00","22,603.00"
26/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,117,397.8
26/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,1.49,1.5,31,46.5
26/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
26/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.38,1.38,0,1.34,1.38,"165,204.00","227,981.52"
26/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,"19,710.00",394.2
26/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,,0.5,0,0
26/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,21.4,"2,593.00","50,511.64"
26/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,,0.24,"86,489.00","20,757.36"
26/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,91,142.87
26/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
26/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,59,531
26/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,2,23.84
26/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,"5,343.00","43,278.30"
26/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
26/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,"3,846.00","3,461.40"
26/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
26/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
26/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
26/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,178,17.8
26/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.04,"30,000.00","1,200.00"
26/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
27/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,0,0
27/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
27/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
27/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
27/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
27/10/2023,BOPP,19.93,7.65,19.93,19.93,19,19.93,0,19.93,,100,"1,993.00"
27/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,,0.5,"6,741.00","3,370.50"
27/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,,0,0
27/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
27/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
27/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,0,0
27/10/2023,EGH,6.64,3.8,5.8,5.8,5.9,5.9,0.1,5.9,6.2,"43,293.00","255,427.70"
27/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,62,149.42
27/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,131,19.65
27/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,0,0
27/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,3.5,,0,0
27/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,8,27.2
27/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,,1.5,100,150
27/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
27/10/2023,MTNGH,1.55,0.82,1.38,1.38,1.37,1.37,-0.01,1.37,1.38,"3,003,110.00","4,114,264.87"
27/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
27/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,,0.5,100,50
27/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,21.4,0,0
27/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,,0.24,90,21.6
27/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,110,172.7
27/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
27/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,15,135
27/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,,1,11.92
27/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,87,704.7
27/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
27/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
27/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
27/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
27/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
27/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
27/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,"83,750.00","3,350.00"
27/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
30/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,0,0
30/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
30/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
30/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
30/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
30/10/2023,BOPP,19.93,7.65,19.93,19.93,19,19.93,0,19.93,,6,119.58
30/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,,0.5,"2,663.00","1,331.50"
30/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,,0.03,223,6.69
30/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
30/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,680,13.6
30/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,110,42.9
30/10/2023,EGH,6.64,3.8,5.9,5.9,5.9,5.9,0,,,"15,787.00","93,143.30"
30/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,0,0
30/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,120,18
30/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,0,0
30/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,,3.5,"7,052.00","24,682.00"
30/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,2,6.8
30/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
30/10/2023,MTNGH,1.55,0.82,1.37,1.37,1.37,1.37,0,1.37,1.45,"90,495.00","123,978.15"
30/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
30/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,,0.5,88,44
30/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,21.4,0,0
30/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,,0.24,"10,439.00","2,505.36"
30/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,30,47.1
30/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
30/10/2023,TOTAL,9,4,9,9,9,9,0,8.1,9,20,180
30/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,,0,0
30/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,0,0
30/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
30/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
30/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
30/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
30/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
30/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
30/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,0
30/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
30/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,1.49,1.5,165,247.5
30/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
31/10/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,0,0
31/10/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
31/10/2023,AGA,37,37,37,37,37,37,0,37,,0,0
31/10/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
31/10/2023,ASG,8.89,8.87,8.89,8.89,8.89,8.89,0,8.89,,0,0
31/10/2023,BOPP,19.93,7.65,19.93,19.93,19,19.93,0,19,19.93,68,"1,355.24"
31/10/2023,CAL,0.65,0.47,0.5,0.5,0.5,0.5,0,0.5,0.55,"8,712.00","4,356.00"
31/10/2023,CLYD,0.03,0.03,0.03,0.03,0.03,0.03,0,,0.03,0,0
31/10/2023,CMLT,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
31/10/2023,CPC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
31/10/2023,DASPHARMA,0.4,0.4,0.4,0.4,0.4,0.4,0,,0.39,0,0
31/10/2023,EGH,6.64,3.8,5.9,5.9,5.9,5.9,0,5.9,6.2,"5,000.00","29,500.00"
31/10/2023,EGL,3.2,2.41,2.41,2.41,2.41,2.41,0,,2.41,18,43.38
31/10/2023,ETI,0.15,0.15,0.15,0.15,0.15,0.15,0,,0.15,"1,702.00",255.3
31/10/2023,FML,3.16,1,3.01,3.01,3.01,3.01,0,3.01,,"21,184.00","63,763.84"
31/10/2023,GCB,3.94,3.15,3.5,3.5,3.5,3.5,0,3.5,,"1,000.00","3,500.00"
31/10/2023,GGBL,3.4,1.37,3.4,3.4,3.4,3.4,0,,3.4,8,27.2
31/10/2023,GOIL,1.72,1.5,1.5,1.5,1.5,1.5,0,,1.5,173,259.5
31/10/2023,MAC,5.38,5.38,5.38,5.38,5.38,5.38,0,5.38,,0,0
31/10/2023,MTNGH,1.55,0.82,1.37,1.37,1.37,1.37,0,1.36,1.37,"33,836.00","46,355.32"
31/10/2023,PBC,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,,0,0
31/10/2023,RBGH,0.54,0.5,0.5,0.5,0.5,0.5,0,,0.5,304,152
31/10/2023,SCB,20.16,12.5,19.48,19.48,19.48,19.48,0,19.48,,0,0
31/10/2023,SIC,0.31,0.2,0.24,0.24,0.24,0.24,0,,0.24,710,170.4
31/10/2023,SOGEGH,1.58,0.59,1.57,1.57,1.57,1.57,0,,1.57,20,31.4
31/10/2023,TBL,0.82,0.8,0.82,0.82,0.82,0.82,0,0.85,,0,0
31/10/2023,TOTAL,9,4,9,9,8.99,8.99,-0.01,8.99,9,"4,233.00","38,055.00"
31/10/2023,TLW,11.92,11.92,11.92,11.92,11.92,11.92,0,,11.92,0,0
31/10/2023,UNIL,8.1,2.06,8.1,8.1,8.1,8.1,0,8.1,8.9,0,0
31/10/2023,AADS,0.41,0.41,0.41,0.41,0.41,0.41,0,0.41,,0,0
31/10/2023,SCB PREF,0.9,0.9,0.9,0.9,0.9,0.9,0,0.9,,0,0
31/10/2023,GLD,250,187.2,213.01,213.01,213.01,213.01,0,213.01,,0,0
31/10/2023,SAMBA,0.55,0.55,0.55,0.55,0.55,0.55,0,,,0,0
31/10/2023,MMH,0.11,0.11,0.11,0.11,0.11,0.11,0,,0.11,0,0
31/10/2023,HORDS,0.1,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0
31/10/2023,IIL,0.04,0.04,0.04,0.04,0.04,0.04,0,,0.05,0,0
31/10/2023,DIGICUT,0.09,0.09,0.09,0.09,0.09,0.09,0,,0.09,0,0
01/11/2023,ACCESS,4.01,2.82,3.4,3.4,3.4,3.4,0,3.4,3.7,0,0
01/11/2023,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0,5.06,,0,0
01/11/2023,AGA,37,37,37,37,37,37,0,37,,0,0
01/11/2023,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0,,,0,0
