Daily Date,Share Code,Year High (GH¢),Year Low (GH¢),Previous Closing Price - VWAP (GH¢),Opening Price (GH¢),Last Transaction Price (GH¢),Closing Price - VWAP (GH¢),Price Change (GH¢),Closing Bid Price (GH¢),Closing Offer Price (GH¢),Total Shares Traded,Total Value Traded (GH¢)
25/06/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
25/06/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,0,0.12,0,
25/06/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
25/06/2007,AGA,30,30,30,30,0,30,0,,,0,
25/06/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
25/06/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
25/06/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
25/06/2007,BOPP,0.55,0.55,0.55,0.55,0,0.55,0,0,0.55,0,
25/06/2007,CAL,0.27,0.2,0.26,0.26,0,0.27,0.0054,0.27,0,"2,142,400.00",
25/06/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
25/06/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
25/06/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,0,0.17,0,
25/06/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,"1,000.00",
25/06/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0,1.44,0,0,
25/06/2007,EIC,0.95,0.88,0.95,0.95,0,0.95,0,0.95,0,0,
25/06/2007,ETI,1.16,1.14,1.17,1.17,0,1.16,-0.005,0,1.16,"20,400.00",
25/06/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
25/06/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,,,"10,300.00",
25/06/2007,GGBL,0.95,0.9,0.95,0.95,0,0.95,0.0001,0.95,0,"2,800.00",
25/06/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
25/06/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,500,
25/06/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
25/06/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
25/06/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
25/06/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
25/06/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
25/06/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
25/06/2007,SG-SSB,0.76,0.6,0.75,0.75,0,0.76,0.003,0.76,0,"1,200.00",
25/06/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
25/06/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
25/06/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
25/06/2007,TOTAL,5.46,5.4,5.46,5.46,0,5.46,0,5.45,0,0,
25/06/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,,,0,
25/06/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,"1,200.00",
26/06/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
26/06/2007,AGA,30,30,30,30,0,30,0,,,0,
26/06/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
26/06/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
26/06/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"3,000.00",
26/06/2007,BOPP,0.55,0.55,0.55,0.55,0,0.55,0,0,0.55,0,
26/06/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0002,0.27,0,"6,500.00",
26/06/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
26/06/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
26/06/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
26/06/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
26/06/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0.001,1.44,0,"1,500.00",
26/06/2007,EIC,0.98,0.88,0.95,0.95,0,0.98,0.0255,0.95,0,"8,100.00",
26/06/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,0,
26/06/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0.0001,1.96,0,200,
26/06/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0.68,0,"1,600.00",
26/06/2007,GGBL,0.95,0.9,0.95,0.95,0,0.95,0.0001,0.95,0,500,
26/06/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
26/06/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,"2,000.00",
26/06/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
26/06/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
26/06/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
26/06/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
26/06/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0.0001,18.06,0,100,
26/06/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
26/06/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0.0015,0.76,0,"13,000.00",
26/06/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
26/06/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
26/06/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
26/06/2007,TOTAL,5.46,5.4,5.46,5.46,0,5.46,0,5.45,0,0,
26/06/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
26/06/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,0,
27/06/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
27/06/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
27/06/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
27/06/2007,AGA,30,30,30,30,0,30,0,,,0,
27/06/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
27/06/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
27/06/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"18,700.00",
27/06/2007,BOPP,0.55,0.55,0.55,0.55,0,0.55,0,0,0.55,0,
27/06/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0003,0.27,0,"6,000.00",
27/06/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0.04,0,0,
27/06/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
27/06/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,0,0.17,0,
27/06/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,800,
27/06/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0.0001,1.44,0,100,
27/06/2007,EIC,0.98,0.88,0.98,0.98,0,0.98,0.003,0.98,0,"1,500.00",
27/06/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,"7,000,000.00",
27/06/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
27/06/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,,,"7,300.00",
27/06/2007,GGBL,0.95,0.9,0.95,0.95,0,0.95,0.0006,0.95,0,400,
27/06/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
27/06/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
27/06/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
27/06/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
27/06/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
27/06/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,100,
27/06/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
27/06/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
27/06/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0,0.76,0,0,
27/06/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
27/06/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
27/06/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
27/06/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
28/06/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
28/06/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
28/06/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
28/06/2007,AGA,30,30,30,30,0,30,0,,,0,
28/06/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
28/06/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
28/06/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"2,700.00",
28/06/2007,BOPP,0.55,0.52,0.55,0.55,0,0.55,0,0,0.55,"3,000.00",
28/06/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.001,0.27,0,"741,200.00",
28/06/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,300,
28/06/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,"1,600.00",
28/06/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
28/06/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,700,
28/06/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0,1.44,0,0,
28/06/2007,EIC,0.98,0.88,0.98,0.98,0,0.98,0.0002,0.98,0,"5,000.00",
28/06/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,0,
28/06/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
28/06/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0,0.68,"2,800.00",
28/06/2007,GGBL,0.96,0.9,0.95,0.95,0,0.96,0.0009,0.95,0,"1,700.00",
28/06/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
28/06/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
28/06/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
28/06/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
28/06/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
28/06/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
28/06/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
28/06/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,0,0.52,0,
28/06/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0,0.76,0,0,
28/06/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
28/06/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
28/06/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
28/06/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
28/06/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
28/06/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0.0005,1.9,0,"3,100.00",
29/06/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0005,0.27,0,"3,000.00",
29/06/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
29/06/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
29/06/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
29/06/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,"4,500.00",
29/06/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0.0004,1.44,0,800,
29/06/2007,EIC,0.98,0.88,0.98,0.98,0,0.98,0.0002,0.98,0,"1,800.00",
29/06/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,0,
29/06/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
29/06/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0.68,0,0,
29/06/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0001,0.96,0,900,
29/06/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
29/06/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
29/06/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
29/06/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
29/06/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
29/06/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,200,
29/06/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
29/06/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,0,0.52,0,
29/06/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0.0001,0.96,0,100,
29/06/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
29/06/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
29/06/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,0,1.33,"3,100.00",
29/06/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
29/06/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
29/06/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0.0005,1.9,0,"3,000.00",
29/06/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
29/06/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
29/06/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
29/06/2007,AGA,30,30,30,30,0,30,0,,,0,
03/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,100,
03/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,0,0.12,"5,000.00",
03/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
03/07/2007,AGA,30,30,30,30,0,30,0,,,0,
03/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
03/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
03/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
03/07/2007,BOPP,0.55,0.52,0.55,0.55,0,0.55,0,0,0.55,0,
03/07/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0001,0.27,0,"180,500.00",
03/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,0,0.04,0,
03/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
03/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
03/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,900,
03/07/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0,1.44,0,0,
03/07/2007,EIC,0.98,0.88,0.98,0.98,0,0.98,0.0006,0.98,0,400,
03/07/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,300,
03/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0.0004,1.96,0,400,
03/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0.68,0,400,
03/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0004,0.96,0,400,
03/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
03/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
03/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
03/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
03/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
03/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,0,
03/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
03/07/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,0,0,0,
03/07/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0.0004,0.76,0,700,
03/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
03/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
03/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,300,
03/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
03/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
03/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,1.9,0,0,
04/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,400,
04/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
04/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,,,0,
04/07/2007,AGA,30,30,30,30,0,30,0,,,0,
04/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,100,
04/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
04/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"4,100.00",
04/07/2007,BOPP,0.55,0.5,0.55,0.55,0,0.5,-0.045,0,0.55,"56,300.00",
04/07/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0002,0,0.27,"29,900.00",
04/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,"51,900.00",
04/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
04/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
04/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
04/07/2007,EBG,1.44,1.35,1.44,1.44,0,1.44,0.0015,1.44,0,700,
04/07/2007,EIC,0.99,0.88,0.98,0.98,0,0.99,0.0065,0.99,0,"1,000.00",
04/07/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,0,
04/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0.0002,1.96,0,"1,000.00",
04/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,,,0,
04/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0005,0.96,0,600,
04/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
04/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,,,0,
04/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
04/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
04/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,,,0,
04/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
04/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
04/07/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
04/07/2007,SG-SSB,0.76,0.6,0.76,0.76,0,0.76,0.001,0.76,0,"1,400.00",
04/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
04/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
04/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,0,1.33,0,
04/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
04/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
04/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0.001,,,"1,100.00",
05/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
05/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,0,
05/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"9,800.00",
05/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.55,"2,900.00",
05/07/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0,,,0,
05/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,500,
05/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,,,900,
05/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
05/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,700,
05/07/2007,EBG,1.45,1.35,1.44,1.44,0,1.45,0.01,,,500,
05/07/2007,EIC,0.99,0.88,0.99,0.99,0,0.99,0,0.99,0,0,
05/07/2007,ETI,1.16,1.14,1.16,1.16,0,1.16,0,,,0,
05/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
05/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0,0.68,0,0,
05/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0,,,0,
05/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
05/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
05/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,,,0,
05/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
05/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
05/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,0.72,0,0,
05/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
05/07/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
05/07/2007,SG-SSB,0.83,0.6,0.76,0.76,0,0.83,0.067,,,"1,004,700.00",
05/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,0,0.06,0,
05/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
05/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,0,1.33,0,
05/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
05/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,100,
05/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,1.9,0,"1,500.00",
05/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
05/07/2007,AGA,30,30,30,30,0,30,0,,,0,
05/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,,,0,
05/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,,,200,
05/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,"9,800.00",
05/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.55,"2,900.00",
05/07/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0,,,0,
05/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,500,
06/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,0,,,0,
06/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,,,200,
06/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0,0.02,0,0,
06/07/2007,AGA,30,30,30,30,0,30,0,,,0,
06/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,0,
06/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,"1,000.00",
06/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,0,,,0,
06/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
06/07/2007,CAL,0.27,0.2,0.27,0.27,0,0.27,0.0013,0.27,0,"5,700.00",
06/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,0,,,0,
06/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
06/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,0,,,0,
06/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,0,
06/07/2007,EBG,1.45,1.35,1.45,1.45,0,1.45,0.001,1.45,0,"2,000.00",
06/07/2007,EIC,0.99,0.88,0.99,0.99,0,0.99,0,0.99,0,0,
06/07/2007,ETI,1.17,1.14,1.16,1.16,0,1.17,0.005,,,"70,000.00",
06/07/2007,FML,1.96,1.8,1.96,1.96,0,1.96,0,1.96,0,0,
06/07/2007,GCB,0.68,0.61,0.68,0.68,0,0.68,0.0002,,,800,
06/07/2007,GGBL,0.96,0.9,0.96,0.96,0,0.96,0.0002,,,600,
06/07/2007,GWEB,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
06/07/2007,HFC,0.54,0.54,0.54,0.54,0,0.54,0,0,0.54,0,
06/07/2007,MLC,0.21,0.21,0.21,0.21,0,0.21,0,0,0.21,0,
06/07/2007,PBC,0.26,0.26,0.26,0.26,0,0.26,0,0,0.26,0,
06/07/2007,PKL,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,0,
06/07/2007,PZC,0.72,0.67,0.72,0.72,0,0.72,0,,,400,
06/07/2007,SCB,18.06,15.8,18.06,18.06,0,18.06,0,18.06,0,0,
06/07/2007,SCB PREF,0.52,0.52,0.52,0.52,0,0.52,0,,,0,
06/07/2007,SG-SSB,0.83,0.6,0.83,0.83,0,0.83,0.0005,,,100,
06/07/2007,SPL,0.06,0.06,0.06,0.06,0,0.06,0,,,0,
06/07/2007,SWL,0.03,0.03,0.03,0.03,0,0.03,0,,,0,
06/07/2007,TBL,1.33,1.33,1.33,1.33,0,1.33,0,,,0,
06/07/2007,TOTAL,5.45,5.4,5.45,5.45,0,5.45,0,5.45,0,0,
06/07/2007,TRANSOL,0.12,0.1,0.12,0.12,0,0.12,0,0,0.12,0,
06/07/2007,UNIL,1.9,1.5,1.9,1.9,0,1.9,0,,,"1,200.00",
09/07/2007,AADS,0.34,0.31,0.34,0.34,0,0.34,,,,0,
09/07/2007,ABL,0.12,0.12,0.12,0.12,0,0.12,0,0,0.12,0,
09/07/2007,ACI,0.03,0.02,0.02,0.02,0,0.02,0.0203,0.02,0,0,
09/07/2007,AGA,30,30,30,30,0,30,,,,0,
09/07/2007,ALW,0.75,0.73,0.74,0.74,0,0.74,0,0,0.74,"200,100.00",
09/07/2007,AYRTN,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0,
09/07/2007,BAT,0.43,0.33,0.43,0.43,0,0.43,,,,"8,900.00",
09/07/2007,BOPP,0.55,0.5,0.5,0.5,0,0.5,0,0,0.5,0,
09/07/2007,CAL,0.28,0.2,0.27,0.27,0,0.28,0.2736,0.27,0,"32,000.00",
09/07/2007,CFAO,0.04,0.04,0.04,0.04,0,0.04,,,,0,
09/07/2007,CLYD,0.08,0.08,0.08,0.08,0,0.08,0,0,0.08,100,
09/07/2007,CMLT,0.17,0.17,0.17,0.17,0,0.17,,,,0,
09/07/2007,CPC,0.05,0.05,0.05,0.05,0,0.05,0,0,0.05,500,
